PublishedAt,ChannelId,Title,Description,Thumbnails,ChannelTitle,LiveBroadcastContent,PublishTime,VideoID,URL,Duration,ViewCount,LikeCount,DislikeCount,CommentCount,predicted_classification,Query
2022-11-15T12:30:12Z,UCLtTf_uKt0Itd0NG7txrwXA,Tobi Lütke: Empowering a World of Rebels |  Knowledge Project Podcast,"The Knowledge Project Podcast - 152 with Tobi Lütke - Calm Progress (https://fs.blog/knowledge-project-podcast/tobi-lutke-2/)

Celebrated entrepreneur and Shopify co-founder and CEO Tobi Lütke discusses how Shopify endured through the COVID-19 pandemic,  why he’s so optimistic about the future, the differences between founders and CEOs, how his job has changed as Shopify has grown over the years, how to fight bureaucracy, how he thinks about innovation in a large company, and how he manages to keep his head when everyone else is losing theirs, among other topics.

--

00:00 - Intro
01:04 - How to lead through troubles
03:05 - Maintaining focus through chaos
09:33 - CEO vs. founders
18:28 - Taking risks
24:50 - On hiring vs. promoting talent
31:13 - How to fight bureaucracy in a company
40:36 - How Tobi thinks about compensation
46:03 - What businesses can learn from programming
01:01:42 - Why Tobi loves technology
01:04:37 - On leveraging technology
01:08:17 - Does tech make us more productive?
01:13:50 - On accurate vs. useful ideas
01:16:30 - On identity and status
01:22:56 - How to stay calm through the chaos
01:27:33 - How Tobi thinks about second and third-order effects of decisions
01:38:22 - Rapid grants
01:41:07 - “Future-forecasting” decisions in a company
01:47:36 - Tobi’s thoughts on conformity
01:54:06 - Tobi’s thoughts on the Infinite Game
02:06:46 - How Tobi fixed his sleep
02:18:03 - What Tobi used to spend time on that’s now wasteful
02:25:45 - What technology Tobi is most excited about

--

OUR FREE NEWSLETTER: https://fs.blog/newsletter/


📈  OUR MOST POPULAR INTERVIEWS
🎬  The Full Story of Naval Ravikant: https://youtu.be/mGY2To_HW98
🎬  Bill Ackman - Getting Back Up: https://youtu.be/mIS3LYxgVWc
🎬  Secrets to Healthy Relationships with Esther Perel: https://youtu.be/atXKntdX2UY

🎙 Listen to the show 
iTunes: https://podcasts.apple.com/us/podcast/the-knowledge-project-with-shane-parrish/id990149481
Spotify: https://open.spotify.com/show/1VyK52NSZHaDKeMJzT4TSM?si=abde3cc6a48d43ef

GET IN TOUCH
🌍 Our website - www.fs.blog

JOIN OUR COMMUNITY
https://fs.blog/membership/

ABOUT THE KNOWLEDGE PROJECT
Like the mentor you’ve always dreamed of having, The Knowledge Project shares timely yet timeless lessons for work and life. Past guests include Naval Ravikant, Daniel Kahneman, Jim Collins, Angela Duckworth, Seth Godin, Melanie Mitchell, & Esther Perel.",https://i.ytimg.com/vi/hUug8tEWtoY/default.jpg,The Knowledge Project Podcast,none,,hUug8tEWtoY,https://www.youtube.com/watch?v=hUug8tEWtoY,156.13333333333333,22703,421,0,15,0.0,tobi lutke
2020-01-31T18:39:25Z,UCuOqvRRt9GqyIUVTwSB4Ucg,"CEO of Shopify, Tobi Lutke joins TLO and Artosis to talk about #StarCraft","If you love StarCraft, subscribe and ring that bell! - Timestamps:
- 01.  00:01:43  Guest introductions
- 02.  00:04:03  Tobi's history with StarCraft
- 03.  00:12:30  Philosophy of hiring people 
- 04.  00:16:00  How StarCraft helps humans learn
- 05.  00:31:40  The value of StarCraft and Chess
- 06.  00:37:36  Methods of learning and their value
- 07.  00:43:00  Methods of organization and its uses in life
- 08.  00:46:00  Intelligent adaptation on the fly
- 09.  00:52:49  What StarCraft shows us about ourselves
- 10.  01:05:15  Supporting the StarCraft scene
- 11.  01:09:59  Hiring more StarCraft people
- 12.  01:11:26  Discovering the competency of humans
- 13.  01:15:40  The importance of training 
- 14.  01:20:00  Patreon Q&A
- 15.  02:20:37  Thanks for watching / Wrap up
- 16.  02:24:30  This week in StarCraft slideshow

- If you enjoy the content, consider supporting us: https://www.patreon.com/ThePylonShow

- Visit: https://ThePylonShow.com for Podcasts, VODs, Q&A submission link, countdown timer, and more. & Check out our new forums: https://nexus.thepylonshow.com/

- Sponsor: https://matcherino.com/thepylonshow - This weeks code: ""Cherry""

- Pylon Shownotes: https://docs.google.com/presentation/d/1MBIe6WFoDN-LglHMWZh_JeSs7O0t3xy5L72IBdY2_ok/

- - Social - -
Discord: https://discord.gg/ga5umfc
Twitter: https://twitter.com/ThePylonShow
Instagram: https://www.instagram.com/thepylonshow/
Facebook: https://www.facebook.com/ThePylonShow/

- Special thanks to the Pylon Show Team -
VFX Artist: https://twitter.com/BodyVii
Producer: https://twitter.com/CobraVe7nom7
Shownotes: Alisaunder - https://twitter.com/Daisemiin
WebDevs: Diaxis & NeosteelEnthusiast
Timestamps: https://twitter.com/AllelujahTV

Track: Koven - Never Have I Felt This [NCS Release]
Music provided by NoCopyrightSounds.
Watch: https://youtu.be/-7fuHEEmEjs
Stream: http://ncs.io/NeverHaveIFeltThisYO

#ThePylonShow Live Wednesdays @ 5:45pm PT on https://www.twitch.tv/Artosis/",https://i.ytimg.com/vi/EQei-JzY35g/default.jpg,ArtosisTV,none,,EQei-JzY35g,https://www.youtube.com/watch?v=EQei-JzY35g,148.96666666666667,9725,314,0,33,1.0,tobi lutke
2023-01-26T19:45:00Z,UCznv7Vf9nBdJYvBagFdAHWw,"Legendary Investor Bill Gurley on Investing Rules, Insights from Jeff Bezos, Must-Read Books, & More","Brought to you by Protekt’s REST sleep supplement https://protekt.com/tim, Athletic Greens’s AG1 all-in-one nutritional supplement http://athleticgreens.com/tim, and Shopify global commerce platform providing tools to start, grow, market, and manage a retail business http://shopify.com/tim

Resources from this episode: https://tim.blog/2023/01/25/bill-gurley/

Bill Gurley (@bgurley) has spent more than 20 years as a general partner at Benchmark. Before entering the venture capital business, Bill spent four years on Wall Street as a top-ranked research analyst, including three years at Credit Suisse First Boston.

Bill also maintains a blog on the evolution and economics of high-technology businesses called Above the Crowd.

Over his venture career, he has worked with such companies as GrubHub, Nextdoor, OpenTable, Stitch Fix, Uber, and Zillow.

Bill has a BS in computer science from the University of Florida and an MBA from the University of Texas. He is also a chartered financial analyst. Bill is a board trustee at the Santa Fe Institute, a research and education center focused on the study and understanding of complex adaptive systems.

Please enjoy!

00:00 Start
01:19 The book Bill calls “the most efficient short-form MBA one can find.”
03:03 Sell-side analysts vs. buy-side analysts.
05:20 Financial models, rules of thumb, and making (sometimes wrong) decisions.
13:34 Howard Marks and Stan Druckenmiller.
15:42 Micro vs. macro investing.
16:57 Institutional Investor’s All-America Research Team.
21:00 Expanding distribution.
24:07 Return On Invested Capital (ROIC).
30:30 Repurposing good ideas for alternative applications.
34:40 The conviction of network effects.
36:42 SaaS and open source.
38:51 Bet sizing.
40:21 Equal partnership over hierarchy.
46:54 Lessons learned from partners.
49:58 Recommended resources.
55:56 Problems open source can solve.
1:07:05 Building a better network with the interest graph.
1:11:36 Dissecting Bill’s Twitter thread about risks and sudden valuation resets.
1:22:06 The Metaverse.
1:27:30 Revenue and earnings quality matter.
1:29:41 Undervalued competitive advantages.
1:33:52 Jeff Bezos: corporate mad scientist?
1:40:21 The counterintuitive condemnation of company camaraderie.
1:45:06 Tobi Lütke.
1:48:34 Books Bill has gifted frequently.
1:52:17 The Santa Fe Institute.
1:54:35 Bill’s board.
1:56:46 Cultivating anti-tribalism.
1:58:36 Twitter: what is it good for?
2:02:05 Newsletters and other resources Bill relies on.
2:03:44 Bill’s book in progress.
2:04:56 Regulatory capture.
2:10:04 Predicting what America will look like in 10-20 years.
2:11:48 Parting thoughts.

Tim Ferriss is one of Fast Company’s “Most Innovative Business People” and an early-stage tech investor/advisor in Uber, Facebook, Twitter, Shopify, Duolingo, Alibaba, and 50+ other companies. He is also the author of five #1 New York Times and Wall Street Journal bestsellers: The 4-Hour Workweek, The 4-Hour Body, The 4-Hour Chef, Tools of Titans and Tribe of Mentors. The Observer and other media have named him “the Oprah of audio” due to the influence of his podcast, The Tim Ferriss Show, which has exceeded 900 million downloads and been selected for “Best of Apple Podcasts” three years running.

Sign up for ""5-Bullet Friday"" (Tim's free weekly email newsletter): https://go.tim.blog/5-bullet-friday-yt/
Follow the Tim Ferriss Podcast: https://tim.blog/podcast/
Visit the Tim Ferriss Blog: https://tim.blog/
Follow Tim Ferriss on Twitter: https://twitter.com/tferriss/
Follow Tim Ferriss on Instagram: https://www.instagram.com/timferriss/
Like Tim Ferriss on Facebook: https://www.facebook.com/TimFerriss/",https://i.ytimg.com/vi/HSVFZ2Qbv3I/default.jpg,Tim Ferriss,none,,HSVFZ2Qbv3I,https://www.youtube.com/watch?v=HSVFZ2Qbv3I,132.9,82962,1573,0,64,0.0,tobi lutke
2019-03-21T16:30:00Z,UCznv7Vf9nBdJYvBagFdAHWw,Tobi Lütke — From Snowboard Shop to Billion Dollar Company | The Tim Ferriss Show (Podcast),"Tobi Lütke (@tobi) is the founder and Chief Executive Officer of Shopify. In 2004, Tobi began building software to launch an online snowboard store called Snowdevil. It quickly became obvious that the software was more valuable than the snowboards, so Tobi and his founding team launched the Shopify platform in 2006. He has served as CEO since 2008 at the company’s headquarters in Ottawa, Canada.

Please enjoy!

Show notes: https://tim.blog/2019/02/07/tobi-lutke-shopify/
The Tim Ferriss Show podcast: https://tim.blog/podcast 

Start [00:00]
How far back does Tobi’s obsession for optimization go? [05:58]
How big is Shopify today? [08:14]
How did Tobi and I first meet? [09:13]
From my perspective, Shopify is a living example of what happens when the good guys win. [11:45]
Did Tobi’s early authority problems lay the groundwork for his current success? [12:31]
Something Tobi and Seth Godin agree on: the current characteristics of a temporary solution shouldn’t be mistaken as the ultimate objective. [18:57]
Even though you probably didn’t learn about him in history class, here’s how entrepreneur Malcolm McLean changed the world. [20:25]
A few of the books Tobi has found indispensable for finding footing in the business world. [23:13]
As a self-described slow reader with dyslexia, Tobi has to be selective with the books he takes in. By what criteria does a book make it to Tobi’s “to read” list? [26:55]
How Tobi’s role at Shopify changed from passionate programmer to reluctant CEO, and how he rose to the challenge to crash course his way through the learning process. [29:50]
When pitching to VCs on Sand Hill Road, this is how Tobi rolls (literally). [36:05]
Good and bad decisions Tobi made as a fledgling CEO. [37:36]
As a man whose expectations for employees match what he expects from himself, is Tobi difficult to work for? [39:31]
How does Shopify company culture facilitate the thick skin required to abide by Crocker’s Rules? [44:12]
Feedback is a gift. [47:37]
How the Enneagram system is used at Shopify as an empathy exercise rather than a personal horoscope. [48:56]
How can a growth (versus fixed) mindset — per psychologist Carol Dweck’s work — be fostered? [50:30]
Tobi’s definition of Hell. [55:24]
How Scott Adams’ “talent stacking” applies to Tobi’s career trajectory. [58:03]
Tobi addresses the factors that contribute to an underreported entrepreneurship crisis. [1:03:08]
How Shopify’s annual Build a Business competition came about, what it aims to accomplish, and some of the hurdles it has faced along the way. [1:08:39]
The first Build a Business winner and how its success was boosted by a happenstance presidential endorsement. [1:15:43]
The fascinating patterns, principles, and stories we observe every year when Build a Business time comes around. [1:17:39]
Does dyslexia affect Tobi’s coding? [1:23:49]
In search of an extended sense of peace? Here’s a book recommendation. [1:24:12]
What Tobi means by “the next box.” [1:25:59]
What Tobi learned about the next box from Jürgen, his mentor. [1:30:18]
Is it possible to understand the box you currently occupy and aim for the box you want to occupy next? [1:33:37]
In what box does Tobi see himself at the moment? [1:34:37]
How does Tobi choose ways to stress test possible exits from his current box? [1:35:38]
We examine the reasons behind Tobi’s discomfort with comfort on a business level in spite of generally considering himself “the most fortunate person on the planet” on a personal level. [1:36:50]
On identifying himself as the bottleneck that held back Shopify for a period of time, what caused this, and what Tobi is doing to ensure he doesn’t take on this unenviable role again. [1:40:21]
Why does Tobi think the business not only survived this period in the bottleneck, but actually began to thrive? [1:42:35]
Increasing “luck surface area” and staying in touch with the front lines by getting in the trenches from time to time. [1:47:44]
How Shopify’s chief investor from the early days still helps Tobi focus on what’s important — by ensuring he’s not “meddling” in minutiae. [1:49:13]
Though the future is admittedly uncertain, here are two things Tobi believes a forward-looking CEO can do to peek into what seems most probable. [1:51:54]
Is modern China showing us tomorrow today? [1:54:05]
What can the massively successful but mostly ignored video game industry teach the business world about the human psyche? [1:55:00]
What would Tobi’s billboard say? [1:57:18]
What books does Tobi most frequently gift? [1:57:49]
What is the Adlerian separation of tasks? [2:00:01]
Why Tobi believes we, as a society, need to celebrate and support entrepreneurship now more than ever. [2:00:52]
What cities does The Oracle of Ottawa believe are doing the best job of taking business into the future? [2:03:00]
Parting thoughts. [2:04:32]",https://i.ytimg.com/vi/PQRXssjlk9U/default.jpg,Tim Ferriss,none,,PQRXssjlk9U,https://www.youtube.com/watch?v=PQRXssjlk9U,132.5,119669,1254,0,116,0.0,tobi lutke
2020-08-10T16:09:18Z,UCfhjU8_QS4KhnmBXc7VI5AQ,How to Land Your Dream Job & Become The Best Version of Yourself with Tobi Oluwole!,"Welcome to The Generation Hustle Podcast! A show that explores the world of business, entrepreneurship, and culture all centered around the millennial.

In episode 7, we speak with Tobi Oluwole!

Tobi is the CEO of The3Skills, a company founded on the mission to develop the most marketable people in the world by equipping them with the skills they need to understand and communicate their true value. He also works as Merchant Success Manager at Shopify.

At 15 years old, Tobi came to Canada to attend an international high school and quickly realized how big of a minefield unemployment is for this demographic of graduates. Driven by the struggles of his sister and friends to land jobs, he posted a simple message on LinkedIn:

“I want to help 5 people get jobs this year.""

He received 50 messages. The idea for 3Skills was born. In one year, they helped 36 people land full time roles with a combined income of over $1.7M.

Today, the company has expanded to offer various courses, group coaching, and a referral program from a vast network of partners.

We talk to Tobi about his journey to Canada, building this company, how he landed his dream job in just 12 days, and becoming the best version of yourself.

We hope this conversation inspires you as much as it did us! 

Podcast Link: https://anchor.fm/generation-h

Connect with us: https://linktr.ee/genhustlepod",https://i.ytimg.com/vi/lyC7yQ8PbpA/default.jpg,The Generation Hustle Podcast,none,,lyC7yQ8PbpA,https://www.youtube.com/watch?v=lyC7yQ8PbpA,131.33333333333334,142,4,0,0,0.0,tobi lutke
2018-08-16T01:56:23Z,UCtWkHJGSgs_cxYIL6NlSjNg,Tobi Lutke CEO of Shopify Walter SHF Hank Strange WMMF Ep. 227,"Listen to Who Moved My Freedom Podcast 
https://bit.ly/3xiqHV4
--------------------------------------------------------------
PLEASE SUBSCRIBE & RING THE BELL
https://www.youtube.com/c/hankstrange?sub_confirmation=1

Hank On Patreon
http://bit.ly/2Un2gWl
 
Subscribe to my Car Channel Here 
https://www.youtube.com/c/strangerpalooza

Hank Strange Merch
http://www.hankstrange.com/merch-store/

Amazon Tools & Outdoor Supply
https://amzn.to/3697qtr

Lola's Deals
https://bit.ly/3yoQYB5

TUSC Cryptocurrency
https://bit.ly/3hZAvwy

Join Our Email List
http://www.hankstrange.com/email-list/

THANK YOU TO OUR PARTNERS! :
Walther Arms
Barnauls
Franklin Armory/Osprey Defense
TUSC
Harry's Holsters

All Social Media Ways To Follow & Support Our Efforts
https://bit.ly/3AoiVeh
------------------------------------------------------------
AMAZON NOTICE: As an Amazon Associate, We earn from qualifying purchases.",https://i.ytimg.com/vi/OeX6yBbRmAY/default.jpg,Who Moved My Freedom Podcast,none,,OeX6yBbRmAY,https://www.youtube.com/watch?v=OeX6yBbRmAY,127.83333333333333,930,133,0,1,1.0,tobi lutke
2023-02-15T08:39:13Z,UCKrpnfpTwncQ050VFXcVkuQ,Tobi Lütke & Kaz Nejatian on Shopify's Country-Sized Economy | Network State Podcast with Balaji #2,"Tobi Lütke (Shopify Founder & CEO), Kaz Nejatian (Shopify COO), and Balaji review how Shopify rose from tiny startup to $180B+ global economy, with an annual GMV on par with the GDP of New Zealand. In the process they touch on Hayek, the Hanseatic League, merchant cavemen, the history of the corporation, and the optimal level of platform decentralization.

OUTLINE
0:00 - Introduction
2:39 - Shopify has the scale of a small country
8:49 - Lifestyle businesses take up your whole life
20:52 - SMBs can be harder than startups
27:13 - Shopify could invest in its merchants
32:23 - Shopify's economy is on par with Greece or New Zealand
38:40 - Money, time, risk, attention
39:55 - Is all retail a form of arbitrage?
47:14 - The history of the corporation informs the development of smart contracts
56:57 - Founders start as lead engineer, end up as chief psychiatrist
1:00:27 - Shopify is not just technology but community
1:06:26 - The concept of computational context
1:14:34 - Shopify as a dashboard for the global economy
1:22:48 - Atoms are so much more complex than bits
1:28:41 - Balancing centralized vs decentralized at Shopify
1:43:26 - If they could start a new country, what would Tobi and Kaz build?
2:03:28 - Kaz on working at Shopify
2:04:31 - Tobi's parting thoughts

LINKS
1) 100 true fans: https://kk.org/thetechnium/1000-true-fans/
2) Gobekli Tepe: https://www.smithsonianmag.com/history/gobekli-tepe-the-worlds-first-temple-83613665/
3) Shopify active merchant: https://github.com/activemerchant/active_merchant
4) Fall of Civilizations: https://www.youtube.com/@FallofCivilizations
5) Founding vs Inheriting: https://thenetworkstate.com/founding-vs-inheriting
6) Shopify careers: https://www.shopify.com/careers

AUDIO
1) Apple: https://podcasts.apple.com/us/podcast/the-network-state-podcast/id1594687786
2) Spotify: https://open.spotify.com/show/10yi2HXcA1Pepe9qEtGJCI

CREDITS
Editing: https://twitter.com/DholakiaJaydeep
Images: https://twitter.com/elijah10t

SOCIAL
https://twitter.com/tobi
https://twitter.com/CanadaKaz
https://twitter.com/balajis
https://thenetworkstate.com",https://i.ytimg.com/vi/DfrhCGpRCPI/default.jpg,The Network State Podcast,none,,DfrhCGpRCPI,https://www.youtube.com/watch?v=DfrhCGpRCPI,127.36666666666666,20769,584,0,57,0.0,tobi lutke
2019-02-12T17:00:05Z,UCznv7Vf9nBdJYvBagFdAHWw,Peter Mallouk — Exploring the Worlds of Investing | The Tim Ferriss Show (Podcast),"Peter Mallouk (@PeterMallouk) is the President of Creative Planning, one of the largest independent wealth management firms in America.

Creative Planning provides wealth management services to clients, manages over $36 billion for clients in all 50 states and abroad, and has been featured as the number one independent wealth management firm in America by Barron’s (2017).

Peter is featured in Worth magazine’s Power 100, featuring the most powerful men and women in global finance, the only financial planner on the list (2017 and 2018). Creative Planning was featured in Forbes in 2016 as the number one RIA for growth over the last 10 years.

Peter is the co-author (with Tony Robbins) of Unshakeable: Your Financial Freedom Playbook.

Please enjoy!

SUBSCRIBE: http://bit.ly/1dSzTkW
 
About Tim Ferriss:
Tim Ferriss is one of Fast Company’s “Most Innovative Business People” and an early-stage tech investor/advisor in Uber, Facebook, Twitter, Shopify, Duolingo, Alibaba, and 50+ other companies. He is also the author of five #1 New York Times and Wall Street Journal bestsellers: The 4-Hour Workweek, The 4-Hour Body, The 4-Hour Chef, Tools of Titans and Tribe of Mentors. The Observer and other media have named him “the Oprah of audio” due to the influence of his podcast, The Tim Ferriss Show, which has exceeded 200 million downloads and been selected for “Best of iTunes” three years running.

Connect with Tim Ferriss:
Visit the Tim Ferriss PODCAST: https://bit.ly/2rYjUBr
Visit the Tim Ferriss BLOG: http://bit.ly/17jDHw3
Like Tim Ferriss on FACEBOOK: http://on.fb.me/1avYUxq
Follow Tim Ferriss on TWITTER: http://bit.ly/17d94TE
Follow Tim Ferriss on INSTAGRAM: http://bit.ly/2IfH37J",https://i.ytimg.com/vi/wKo5pVV0X64/default.jpg,Tim Ferriss,none,,wKo5pVV0X64,https://www.youtube.com/watch?v=wKo5pVV0X64,110.5,14699,194,0,15,0.0,tobi lutke
2022-10-18T07:00:16Z,UCLtTf_uKt0Itd0NG7txrwXA,"Neil Pasricha on Conquering Anxiety, Routines, & Happiness | Knowledge Project Podcast","Bestselling author and celebrated public speaker Neil Pasricha returns to The Knowledge Project to discuss the importance of gratitude, where confidence comes from, the routines and habits you can use to combat anxiety, the recipe for building resilience, and so much more.

--

00:00 - Intro
01:20 - Happiness and the pandemic
06:07 - How to defeat anxiety
08:12 - How to focus and balance the important things
 22:51 - What you need from a job to be satisfied
25:40 - On giving back to your community
29:06 - Why you should have a schedule, routines, and rules
42:41 - How to become resilient and reduce stress
59:15 - On quiet quitting and remote work
1:01:15 - Why we let others determine what we do
1:14:25 - How to live an intentional life
1:24:08 - On work life balance and achieving success
1:31:08 - On comparing yourself to your past success
1:35:11 - Why you should do interesting things

--

OUR FREE NEWSLETTER: https://fs.blog/newsletter/


📈  OUR MOST POPULAR INTERVIEWS
🎬  The Full Story of Naval Ravikant: https://youtu.be/mGY2To_HW98
🎬  Bill Ackman - Getting Back Up: https://youtu.be/mIS3LYxgVWc
🎬  Secrets to Healthy Relationships with Esther Perel: https://youtu.be/atXKntdX2UY

🎙 Listen to the show 
iTunes: https://podcasts.apple.com/us/podcast/the-knowledge-project-with-shane-parrish/id990149481
Spotify: https://open.spotify.com/show/1VyK52NSZHaDKeMJzT4TSM?si=abde3cc6a48d43ef

GET IN TOUCH
🌍 Our website - www.fs.blog

JOIN OUR COMMUNITY
https://fs.blog/membership/

ABOUT THE KNOWLEDGE PROJECT
Like the mentor you’ve always dreamed of having, The Knowledge Project shares timely yet timeless lessons for work and life. Past guests include Naval Ravikant, Daniel Kahneman, Jim Collins, Angela Duckworth, Seth Godin, Melanie Mitchell, & Esther Perel.",https://i.ytimg.com/vi/OLM1JUFFmEQ/default.jpg,The Knowledge Project Podcast,none,,OLM1JUFFmEQ,https://www.youtube.com/watch?v=OLM1JUFFmEQ,109.88333333333334,7462,130,0,3,0.0,tobi lutke
2020-09-14T14:36:45Z,UCznv7Vf9nBdJYvBagFdAHWw,"Guy Raz on Building ‘How I Built This,’ Managing Depression, and Podcasts | The Tim Ferriss Show","Guy Raz on Building ‘How I Built This,’ Managing Depression, and Podcast Ecosystem Predictions | Brought to you by Wealthfront (http://wealthfront.com/Tim), Pique Tea (http://piquetea.com/Tim), and LinkedIn Jobs (https://linkedin.com/Tim).

Guy Raz (@guyraz) is the Michale Phelps of podcasting. He’s the creator and host of the popular podcasts How I Built This, Wisdom from the Top, and The Rewind and the co-creator of the acclaimed podcasts TED Radio Hour and Wow in the World, a children’s program. He’s received the Edward R. Murrow Award, the Daniel Schorr Journalism Prize, the National Headliner Award, the NABJ Award… basically, all the awards.

His brand-new book is titled How I Built This: The Unexpected Paths to Success from the World’s Most Inspiring Entrepreneurs (https://amzn.to/2RpLi6x). Past podcast guest Adam Grant has this to say about it: “[This book is] the mother of all entrepreneurship memoirs. It’s a must-read for anyone who wants to start a business, grow a business, or be inspired by those who do.”

Please enjoy!

SUBSCRIBE: http://bit.ly/1dSzTkW
 
About Tim Ferriss:
Tim Ferriss is one of Fast Company’s “Most Innovative Business People” and an early-stage tech investor/advisor in Uber, Facebook, Twitter, Shopify, Duolingo, Alibaba, and 50+ other companies. He is also the author of five #1 New York Times and Wall Street Journal bestsellers: The 4-Hour Workweek, The 4-Hour Body, The 4-Hour Chef, Tools of Titans and Tribe of Mentors. The Observer and other media have named him “the Oprah of audio” due to the influence of his podcast, The Tim Ferriss Show, which has exceeded 500 million downloads and been selected for “Best of Apple Podcasts” three years running.

Connect with Tim Ferriss:
Sign up for ""5-Bullet Friday"" (Tim's email newsletter): https://go.tim.blog/5-bullet-friday-1/ 
Visit the Tim Ferriss PODCAST: https://tim.blog/podcast/
Visit the Tim Ferriss BLOG: https://tim.blog/
Follow Tim Ferriss on TWITTER: https://twitter.com/tferriss/
Follow Tim Ferriss on INSTAGRAM: https://www.instagram.com/timferriss/
Like Tim Ferriss on FACEBOOK: https://www.facebook.com/TimFerriss/",https://i.ytimg.com/vi/6XYDoZvJgos/default.jpg,Tim Ferriss,none,,6XYDoZvJgos,https://www.youtube.com/watch?v=6XYDoZvJgos,109.03333333333333,13943,178,0,25,0.0,tobi lutke
